longitude,latitude,acq_date
86.6109,26.8589,2019-03-25
80.2091,28.887,2019-03-26
80.1677,28.8839,2019-03-26
80.1613,28.9161,2019-03-26
80.196,28.8893,2019-03-26
80.1553,28.911,2019-03-26
80.1643,28.8804,2019-03-26
80.2294,28.8222,2019-03-26
80.2191,28.8327,2019-03-26
80.2146,28.8479,2019-03-26
80.167,28.886,2019-03-26
80.992,28.8373,2019-03-27
80.1513,28.8981,2019-03-27
80.1411,28.8967,2019-03-27
80.1567,28.9264,2019-03-27
80.155,28.9353,2019-03-27
80.1448,28.9339,2019-03-27
84.8318,27.3403,2019-03-28
87.8411,27.53,2019-03-28
82.001,28.0928,2019-03-28
84.8367,27.3371,2019-03-28
87.8298,27.5263,2019-03-28
84.9951,27.2463,2019-03-28
84.9933,27.2553,2019-03-28
84.8239,27.3312,2019-03-28
85.7114,27.0122,2019-03-29
85.3083,27.077,2019-03-29
80.2475,28.7827,2019-03-30
82.0001,28.0724,2019-03-30
84.9739,27.1764,2019-03-31
84.83,27.3112,2019-03-31
85.2256,27.9059,2019-03-31
85.2154,27.9044,2019-03-31
81.2051,28.6013,2019-03-31
80.4572,28.777,2019-03-31
80.4411,28.774,2019-03-31
80.1212,29.0277,2019-03-31
80.7938,30.0867,2019-04-01
82.2782,27.9804,2019-04-01
82.0971,27.9624,2019-04-01
83.9929,27.597,2019-04-01
85.3777,27.2991,2019-04-01
83.8367,27.5092,2019-04-01
82.0117,28.0912,2019-04-01
82.1047,27.9588,2019-04-01
80.4406,28.8021,2019-04-02
80.4239,28.8053,2019-04-02
84.7465,27.5312,2019-04-02
86.0888,27.4431,2019-04-02
82.0024,28.0851,2019-04-02
87.1997,26.4397,2019-04-02
87.1888,26.438,2019-04-02
85.3006,27.1256,2019-04-02
86.0996,27.4449,2019-04-02
81.4586,28.3872,2019-04-02
85.625,27.1355,2019-04-02
82.0261,28.0798,2019-04-02
82.0159,28.0784,2019-04-02
81.4704,28.3797,2019-04-02
81.4687,28.3886,2019-04-02
81.1684,28.6772,2019-04-02
85.1279,27.9166,2019-04-03
84.5492,27.8023,2019-04-03
85.0623,28.1888,2019-04-03
81.475,28.3854,2019-04-03
81.8565,27.974,2019-04-03
82.0111,28.0722,2019-04-03
80.3401,28.7432,2019-04-03
80.3323,28.7562,2019-04-03
85.5674,26.8619,2019-04-03
81.485,28.3875,2019-04-04
81.359,28.3169,2019-04-04
85.5279,27.261,2019-04-04
83.9221,27.4933,2019-04-04
85.5132,27.2532,2019-04-05
80.162,28.865,2019-04-05
80.1517,28.8635,2019-04-05
80.1602,28.874,2019-04-05
81.8213,27.9344,2019-04-05
81.3846,28.3429,2019-04-05
82.7078,28.7083,2019-04-05
80.1499,28.8725,2019-04-05
81.2551,28.5545,2019-04-05
85.4322,26.9061,2019-04-08
82.1452,28.0096,2019-04-09
81.9184,27.9541,2019-04-11
85.0268,27.8535,2019-04-11
81.3962,28.3606,2019-04-12
80.4431,28.804,2019-04-12
81.3855,28.3592,2019-04-12
81.5718,28.5311,2019-04-12
83.679,27.4556,2019-04-14
83.0323,27.6784,2019-04-14
83.0321,27.6234,2019-04-14
83.9914,27.6,2019-04-14
84.878,27.1379,2019-04-14
84.0018,27.6013,2019-04-14
80.3105,28.7768,2019-04-14
82.5406,27.9017,2019-04-14
82.6394,27.9252,2019-04-14
82.4503,27.9629,2019-04-14
81.8901,27.8893,2019-04-14
82.0787,28.0465,2019-04-14
82.0885,28.1857,2019-04-14
82.0783,28.1842,2019-04-14
81.6958,28.432,2019-04-14
81.4251,28.3912,2019-04-14
81.4146,28.3896,2019-04-14
81.4006,28.4325,2019-04-14
81.0144,28.4751,2019-04-14
80.8951,28.7787,2019-04-14
80.3218,28.7786,2019-04-14
80.5324,29.0454,2019-04-14
80.5307,29.0547,2019-04-14
83.7407,27.4531,2019-04-15
87.1851,26.4517,2019-04-16
83.0191,27.494,2019-04-18
81.8551,28.1842,2019-04-18
84.8658,27.1608,2019-04-18
83.0131,27.7359,2019-04-18
83.0048,27.7421,2019-04-18
82.7396,27.7153,2019-04-18
87.3325,27.1906,2019-04-18
85.313,27.1289,2019-04-18
84.8734,27.156,2019-04-18
83.6549,27.4367,2019-04-18
81.8743,28.2113,2019-04-18
83.3149,27.3926,2019-04-18
81.8651,28.1822,2019-04-18
81.855,28.1808,2019-04-18
81.869,28.1777,2019-04-19
82.9608,27.7327,2019-04-19
87.2297,26.466,2019-04-19
80.8417,28.6711,2019-04-19
84.8677,27.3565,2019-04-19
83.4951,27.5478,2019-04-19
83.8926,27.6115,2019-04-19
83.2184,27.6333,2019-04-19
83.2029,27.6316,2019-04-19
82.5385,27.9072,2019-04-19
82.5457,27.9144,2019-04-19
81.9686,28.0532,2019-04-19
81.4813,28.1172,2019-04-19
81.4687,28.1157,2019-04-19
81.8512,28.1715,2019-04-19
81.7848,28.2147,2019-04-19
81.8066,28.2378,2019-04-19
81.7944,28.2364,2019-04-19
81.7815,28.2349,2019-04-19
81.3361,28.4859,2019-04-19
81.3345,28.4958,2019-04-19
80.8762,28.5315,2019-04-19
80.8551,28.6629,2019-04-19
80.8432,28.6615,2019-04-19
80.7134,28.6455,2019-04-19
80.6706,28.8332,2019-04-19
82.1689,28.0119,2019-04-19
82.7636,27.7208,2019-04-19
82.1563,28.0134,2019-04-19
83.3027,27.4922,2019-04-19
81.878,28.1786,2019-04-19
82.0479,28.0569,2019-04-19
81.8808,28.1885,2019-04-19
82.6315,27.7085,2019-04-19
81.8159,28.2474,2019-04-19
81.9849,28.0606,2019-04-20
81.9987,28.0581,2019-04-20
81.9827,28.0503,2019-04-20
82.5389,27.9374,2019-04-20
82.5324,27.9349,2019-04-20
81.9842,27.9181,2019-04-20
82.9516,27.7432,2019-04-20
82.9305,27.7241,2019-04-20
82.6999,27.7215,2019-04-20
82.6938,27.7202,2019-04-20
83.1958,27.524,2019-04-20
83.2917,27.4824,2019-04-20
83.3087,27.4792,2019-04-20
83.1993,27.4644,2019-04-20
83.216,27.4612,2019-04-20
83.2851,27.4026,2019-04-20
83.1195,27.4452,2019-04-20
80.6769,28.8452,2019-04-20
80.4724,28.7235,2019-04-20
81.3368,28.505,2019-04-20
81.3493,28.5028,2019-04-20
81.6858,28.3625,2019-04-20
81.8452,28.1678,2019-04-20
81.9736,28.0734,2019-04-20
81.9872,28.0709,2019-04-20
81.4014,28.1643,2019-04-20
85.3042,27.1096,2019-04-20
81.3467,28.3827,2019-04-20
86.0702,27.2442,2019-04-20
83.2799,27.3804,2019-04-20
81.298,28.6167,2019-04-20
83.9045,27.6218,2019-04-20
83.2622,27.5716,2019-04-20
84.9036,27.8668,2019-04-20
83.4833,27.7159,2019-04-20
83.3008,27.7527,2019-04-20
82.7358,27.7298,2019-04-20
82.7226,27.8768,2019-04-20
82.5808,27.8903,2019-04-20
82.5356,27.9497,2019-04-20
82.1564,28.017,2019-04-20
82.0601,28.0649,2019-04-20
82.037,28.0611,2019-04-20
82.0588,28.0744,2019-04-20
81.8885,28.1879,2019-04-20
81.863,28.2275,2019-04-20
81.7212,28.2968,2019-04-20
81.7093,28.2948,2019-04-20
81.3597,28.5017,2019-04-20
81.3658,28.5054,2019-04-20
81.9481,27.919,2019-04-21
82.622,27.7016,2019-04-21
82.8861,27.7131,2019-04-21
82.8756,27.7117,2019-04-21
84.8542,27.103,2019-04-21
83.662,27.4461,2019-04-21
83.6574,27.4742,2019-04-21
83.2102,27.4166,2019-04-21
84.4658,27.5948,2019-04-21
83.5949,27.5395,2019-04-21
84.0814,27.6101,2019-04-21
83.2748,27.5174,2019-04-21
83.5005,27.5656,2019-04-21
83.9017,27.6266,2019-04-21
83.0587,27.5333,2019-04-21
83.2606,27.5688,2019-04-21
83.6653,27.6298,2019-04-21
83.5164,27.6396,2019-04-21
83.5259,27.6504,2019-04-21
83.5149,27.649,2019-04-21
83.5038,27.6476,2019-04-21
82.7294,27.5738,2019-04-21
82.719,27.5724,2019-04-21
83.0872,27.6483,2019-04-21
83.075,27.6561,2019-04-21
83.0643,27.6547,2019-04-21
82.9444,27.6577,2019-04-21
83.3937,27.7258,2019-04-21
82.9429,27.6668,2019-04-21
82.8796,27.6585,2019-04-21
82.9276,27.6929,2019-04-21
82.9845,27.7072,2019-04-21
83.1646,27.74,2019-04-21
82.7302,27.6832,2019-04-21
81.3548,28.4782,2019-04-21
82.6942,27.7063,2019-04-21
82.6838,27.7049,2019-04-21
82.8268,27.7426,2019-04-21
82.2549,27.7939,2019-04-21
82.6215,27.871,2019-04-21
82.2246,27.8451,2019-04-21
82.0074,27.917,2019-04-21
81.9449,27.9175,2019-04-21
81.7815,27.9038,2019-04-21
81.8724,27.9437,2019-04-21
82.0646,28.0536,2019-04-21
82.0409,28.0687,2019-04-21
81.9784,28.0693,2019-04-21
81.84,28.114,2019-04-21
81.8299,28.1126,2019-04-21
81.8998,28.2058,2019-04-21
81.9051,28.234,2019-04-21
81.7771,28.253,2019-04-21
81.7569,28.2502,2019-04-21
81.7213,28.2999,2019-04-21
81.7112,28.2985,2019-04-21
81.3817,28.3631,2019-04-21
81.38,28.372,2019-04-21
81.3634,28.508,2019-04-21
81.2709,28.504,2019-04-21
81.5726,28.5557,2019-04-21
80.8848,28.5399,2019-04-21
80.8544,28.5355,2019-04-21
81.2876,28.607,2019-04-21
80.8831,28.5489,2019-04-21
80.8814,28.5578,2019-04-21
80.8713,28.5563,2019-04-21
81.1884,28.6581,2019-04-21
80.8495,28.6367,2019-04-21
80.8191,28.6323,2019-04-21
80.7278,28.674,2019-04-21
80.6307,28.7147,2019-04-21
80.4914,28.731,2019-04-21
80.4812,28.7295,2019-04-21
80.4832,28.7397,2019-04-21
80.473,28.7382,2019-04-21
80.4591,28.8098,2019-04-21
80.4489,28.8083,2019-04-21
81.983,28.1012,2019-04-21
81.9588,28.0991,2019-04-21
81.9759,28.1054,2019-04-21
81.983,28.1103,2019-04-21
80.4448,28.8192,2019-04-22
80.455,28.8178,2019-04-22
81.1959,28.6641,2019-04-22
82.5174,27.9333,2019-04-22
80.6121,29.1363,2019-04-22
80.6104,29.1274,2019-04-22
80.4815,28.9523,2019-04-22
80.676,28.8508,2019-04-22
82.5749,27.8957,2019-04-22
82.568,27.8894,2019-04-22
82.6407,27.7853,2019-04-22
82.6513,27.7836,2019-04-22
82.5797,27.7572,2019-04-22
82.734,27.6943,2019-04-22
83.1144,27.5877,2019-04-22
84.8438,27.1794,2019-04-22
84.8576,27.177,2019-04-22
80.4679,28.7514,2019-04-22
80.4781,28.75,2019-04-22
80.4883,28.7485,2019-04-22
80.4663,28.7425,2019-04-22
80.4765,28.741,2019-04-22
80.4717,28.7142,2019-04-22
81.2797,28.5128,2019-04-22
80.9251,28.5562,2019-04-22
80.8916,28.5428,2019-04-22
81.3453,28.4755,2019-04-22
81.3554,28.474,2019-04-22
81.3654,28.4725,2019-04-22
80.89,28.5339,2019-04-22
81.3893,28.4133,2019-04-22
81.8693,28.3033,2019-04-22
81.6245,28.313,2019-04-22
81.3599,28.3438,2019-04-22
81.7261,28.2422,2019-04-22
81.8175,28.2281,2019-04-22
81.8564,28.2129,2019-04-22
81.903,28.1596,2019-04-22
81.9132,28.158,2019-04-22
81.8435,28.1225,2019-04-22
81.8537,28.121,2019-04-22
81.852,28.112,2019-04-22
81.4148,28.1509,2019-04-22
82.2076,28.0105,2019-04-22
82.6162,27.9363,2019-04-22
82.6268,27.9346,2019-04-22
81.8866,28.1415,2019-04-22
81.9821,28.0935,2019-04-22
81.9758,28.091,2019-04-22
81.9094,28.1494,2019-04-22
81.9115,28.1954,2019-04-22
81.6418,28.4561,2019-04-22
80.4957,28.961,2019-04-22
81.9829,28.0978,2019-04-22
81.9812,28.0873,2019-04-22
81.3613,28.4627,2019-04-23
85.35,26.8634,2019-04-23
83.0231,27.6009,2019-04-23
83.0126,27.5992,2019-04-23
83.0455,27.6512,2019-04-23
82.91,27.547,2019-04-23
82.6578,27.8677,2019-04-23
81.8739,27.9821,2019-04-23
81.8323,28.0966,2019-04-23
81.4957,28.3495,2019-04-23
81.4838,28.3475,2019-04-23
81.4899,28.3513,2019-04-23
81.4781,28.3493,2019-04-23
81.474,28.3685,2019-04-23
81.3609,28.3796,2019-04-23
81.3906,28.4143,2019-04-23
81.3574,28.4222,2019-04-23
81.6734,28.4847,2019-04-23
81.243,28.433,2019-04-23
80.4494,28.7604,2019-04-23
80.7242,28.5715,2019-04-23
80.4648,28.7527,2019-04-23
80.4602,28.7728,2019-04-23
80.4381,28.8107,2019-04-23
80.449,28.823,2019-04-23
80.4429,28.8213,2019-04-23
81.928,28.165,2019-04-23
80.4638,28.7654,2019-04-24
80.7391,28.6709,2019-04-24
81.3024,28.3369,2019-04-24
81.8244,28.0042,2019-04-24
85.212,27.3942,2019-04-24
84.6188,27.3299,2019-04-24
84.6289,27.3283,2019-04-24
83.0144,27.4835,2019-04-24
83.0245,27.482,2019-04-24
85.0367,27.1081,2019-04-24
84.9571,27.056,2019-04-24
84.9554,27.0469,2019-04-24
82.9331,27.4949,2019-04-24
80.4542,28.764,2019-04-24
80.4491,28.7627,2019-04-24
83.1729,27.4494,2019-04-24
81.9458,28.179,2019-04-24
81.6444,28.3265,2019-04-24
81.6547,28.3249,2019-04-24
81.9134,28.1748,2019-04-24
81.9233,28.1452,2019-04-24
81.9131,28.1468,2019-04-24
81.9114,28.1378,2019-04-24
81.9216,28.1362,2019-04-24
82.0379,28.081,2019-04-24
83.0893,27.4601,2019-04-24
81.5101,28.3628,2019-04-25
81.5065,28.3706,2019-04-25
83.2732,27.4507,2019-04-25
83.1364,27.4896,2019-04-25
83.0911,27.4543,2019-04-25
83.0834,27.4581,2019-04-25
83.1388,27.479,2019-04-25
83.1244,27.4765,2019-04-25
83.122,27.487,2019-04-25
82.8548,27.8322,2019-04-25
82.0326,28.0993,2019-04-25
81.9171,28.1246,2019-04-25
81.6338,28.5127,2019-04-25
87.6665,27.4118,2019-04-25
84.8146,27.1392,2019-04-25
84.6819,27.1273,2019-04-25
84.7948,27.1758,2019-04-25
84.7829,27.1739,2019-04-25
87.407,27.6058,2019-04-25
84.6633,27.5142,2019-04-25
84.6514,27.5122,2019-04-25
84.3726,27.4662,2019-04-25
84.6638,27.5374,2019-04-25
83.223,27.4008,2019-04-25
83.2727,27.4423,2019-04-25
83.2409,27.3951,2019-04-25
83.0948,27.4477,2019-04-25
83.0826,27.4462,2019-04-25
83.0883,27.4485,2019-04-25
82.8977,27.4852,2019-04-25
82.6133,27.7151,2019-04-25
81.9056,28.1382,2019-04-25
81.5854,28.3093,2019-04-25
81.512,28.3728,2019-04-25
81.5103,28.382,2019-04-25
83.1714,27.437,2019-04-25
82.0284,28.0992,2019-04-26
81.5969,28.3175,2019-04-26
83.343,27.4262,2019-04-26
83.1448,27.5722,2019-04-26
83.1581,27.5707,2019-04-26
83.4892,27.49,2019-04-26
83.4826,27.4908,2019-04-26
83.4953,27.4892,2019-04-26
80.8683,28.5458,2019-04-26
80.8607,28.5985,2019-04-26
80.8464,28.5969,2019-04-26
80.4558,28.8046,2019-04-26
80.3434,29.0058,2019-04-26
83.2342,27.5211,2019-04-26
83.2266,27.5251,2019-04-26
81.8858,27.9364,2019-04-26
81.7447,28.2391,2019-04-26
81.736,28.4203,2019-04-26
80.9261,28.5521,2019-04-26
81.9286,28.1154,2019-04-26
82.4367,27.9739,2019-04-26
81.8078,28.0292,2019-04-26
81.8187,28.0278,2019-04-26
81.8223,28.0218,2019-04-26
81.6181,28.3583,2019-04-26
81.8693,28.2523,2019-04-26
81.9176,28.1168,2019-04-26
83.093,27.9482,2019-04-26
80.7319,28.664,2019-04-27
80.7155,28.6562,2019-04-27
81.9027,28.1332,2019-04-27
81.911,27.9675,2019-04-27
81.9226,27.9675,2019-04-27
81.9266,27.9073,2019-04-27
80.5543,29.0277,2019-04-27
80.3304,28.9743,2019-04-27
81.1521,28.6909,2019-04-27
80.4929,28.7893,2019-04-27
80.469,28.7751,2019-04-27
80.4484,28.7469,2019-04-27
82.68,27.8667,2019-04-27
81.9209,27.9086,2019-04-27
81.961,28.1518,2019-04-27
81.6599,28.5192,2019-04-27
81.6325,28.5134,2019-04-27
80.7139,28.6579,2019-04-27
81.5815,28.3488,2019-04-27
81.5059,28.3465,2019-04-27
81.5363,28.3605,2019-04-27
81.5256,28.3588,2019-04-27
81.5553,28.3727,2019-04-27
81.5448,28.3711,2019-04-27
81.524,28.3679,2019-04-27
81.5432,28.3801,2019-04-27
81.5412,28.3892,2019-04-27
81.5308,28.3876,2019-04-27
81.7594,28.4403,2019-04-27
81.6207,28.4471,2019-04-27
81.3913,28.4587,2019-04-27
81.6619,28.527,2019-04-27
81.5568,28.5941,2019-04-27
81.4804,28.6569,2019-04-27
81.3294,28.6795,2019-04-27
81.3187,28.6778,2019-04-27
81.292,28.7018,2019-04-27
81.6358,28.4215,2019-04-27
83.5496,27.474,2019-04-27
83.1006,27.5583,2019-04-27
83.0317,27.6223,2019-04-27
83.0217,27.6208,2019-04-27
82.6644,27.7628,2019-04-27
82.5924,27.7615,2019-04-27
82.5823,27.7601,2019-04-27
82.2499,27.8402,2019-04-27
82.276,27.8903,2019-04-27
82.5551,27.9496,2019-04-27
82.515,27.9437,2019-04-27
82.5049,27.9423,2019-04-27
82.4831,27.9482,2019-04-27
82.4177,27.9662,2019-04-27
82.5591,28.0058,2019-04-27
82.3322,28.0,2019-04-27
82.2291,27.994,2019-04-27
81.8162,28.0337,2019-04-27
81.8059,28.0322,2019-04-27
81.9227,28.1051,2019-04-27
81.9125,28.1035,2019-04-27
81.9108,28.1125,2019-04-27
81.8988,28.12,2019-04-27
81.897,28.129,2019-04-27
81.83,28.1467,2019-04-27
81.4295,28.1408,2019-04-27
81.432,28.2055,2019-04-27
81.4215,28.2039,2019-04-27
81.8971,28.3412,2019-04-27
81.6767,28.3267,2019-04-27
81.6663,28.3251,2019-04-27
81.7009,28.3391,2019-04-27
81.6801,28.3359,2019-04-27
81.6696,28.3343,2019-04-27
81.5968,28.3232,2019-04-27
81.6679,28.3433,2019-04-27
81.9067,28.1198,2019-04-27
83.0215,27.6208,2019-04-28
84.809,27.1755,2019-04-28
83.6237,27.5015,2019-04-28
83.3008,27.5045,2019-04-28
83.2039,27.4313,2019-04-28
83.1914,27.4298,2019-04-28
83.2024,27.4412,2019-04-28
83.1899,27.4397,2019-04-28
81.5416,28.3524,2019-04-28
83.1413,27.5463,2019-04-28
83.1289,27.5448,2019-04-28
83.1026,27.5516,2019-04-28
83.1011,27.5615,2019-04-28
83.1081,27.5626,2019-04-28
83.0236,27.6228,2019-04-28
83.0113,27.6213,2019-04-28
82.5843,27.7616,2019-04-28
82.766,27.7972,2019-04-28
82.2182,27.8078,2019-04-28
82.8049,27.9025,2019-04-28
82.793,27.9011,2019-04-28
82.4946,27.9434,2019-04-28
82.4873,27.9467,2019-04-28
81.9144,27.914,2019-04-28
82.0192,27.9657,2019-04-28
82.008,27.9642,2019-04-28
81.954,27.9813,2019-04-28
82.1944,28.05,2019-04-28
81.9531,28.0578,2019-04-28
81.9456,28.063,2019-04-28
81.917,28.0977,2019-04-28
81.9043,28.1057,2019-04-28
82.2974,28.1649,2019-04-28
81.868,28.1201,2019-04-28
81.9535,28.1406,2019-04-28
82.0991,28.1689,2019-04-28
81.8318,28.1345,2019-04-28
81.8476,28.1417,2019-04-28
81.8365,28.1403,2019-04-28
81.835,28.1497,2019-04-28
81.8665,28.1632,2019-04-28
81.8555,28.1618,2019-04-28
81.9931,28.2176,2019-04-28
81.2934,28.1456,2019-04-28
81.4288,28.2089,2019-04-28
81.7282,28.2761,2019-04-28
81.8138,28.3304,2019-04-28
81.6025,28.3225,2019-04-28
81.5203,28.3497,2019-04-28
81.5097,28.3483,2019-04-28
81.5185,28.3589,2019-04-28
81.5396,28.3879,2019-04-28
81.7657,28.4452,2019-04-28
81.1713,28.3681,2019-04-28
81.62,28.436,2019-04-28
81.3768,28.4421,2019-04-28
81.6727,28.4958,2019-04-28
81.6618,28.4944,2019-04-28
81.6685,28.5238,2019-04-28
81.6778,28.5345,2019-04-28
81.6665,28.533,2019-04-28
81.5725,28.5588,2019-04-28
81.5615,28.5835,2019-04-28
81.5354,28.6085,2019-04-28
80.8573,28.5564,2019-04-28
81.4244,28.6381,2019-04-28
81.38,28.6324,2019-04-28
80.8594,28.5736,2019-04-28
80.8489,28.5722,2019-04-28
80.8578,28.5827,2019-04-28
80.8474,28.5813,2019-04-28
81.3651,28.6587,2019-04-28
80.8772,28.5946,2019-04-28
80.8667,28.5932,2019-04-28
81.307,28.6794,2019-04-28
80.829,28.6253,2019-04-28
81.4555,28.7176,2019-04-28
81.3131,28.7084,2019-04-28
81.3023,28.707,2019-04-28
81.1221,28.7008,2019-04-28
80.7015,28.645,2019-04-28
80.4581,28.7311,2019-04-28
80.4343,28.7462,2019-04-28
80.4327,28.7552,2019-04-28
80.4224,28.7538,2019-04-28
80.4197,28.7907,2019-04-28
80.3413,28.9823,2019-04-28
80.5527,29.0387,2019-04-28
80.1004,28.9767,2019-04-28
81.5339,28.3555,2019-04-28
81.53,28.3526,2019-04-28
81.8634,28.1364,2019-04-28
81.3946,28.4495,2019-04-28
81.9234,28.096,2019-04-28
81.5362,28.3542,2019-04-28
81.6674,28.3171,2019-04-28
81.5535,28.3523,2019-04-28
81.8928,28.1687,2019-04-28
81.5701,28.5735,2019-04-29
80.1885,28.7644,2019-04-29
80.1987,28.7628,2019-04-29
81.6626,28.4946,2019-04-29
81.7032,28.4687,2019-04-29
81.6189,28.4284,2019-04-29
81.6296,28.4267,2019-04-29
81.5109,28.3981,2019-04-29
81.6414,28.367,2019-04-29
81.5842,28.3668,2019-04-29
81.8178,28.3281,2019-04-29
81.4552,28.3719,2019-04-29
81.5726,28.3433,2019-04-29
81.8963,28.2808,2019-04-29
81.9726,28.1659,2019-04-29
81.8903,28.1697,2019-04-29
81.8309,28.1601,2019-04-29
81.8422,28.1582,2019-04-29
81.8535,28.1564,2019-04-29
81.8648,28.1545,2019-04-29
81.8874,28.1507,2019-04-29
81.9428,28.1415,2019-04-29
81.8628,28.1451,2019-04-29
81.8742,28.1432,2019-04-29
81.8723,28.1337,2019-04-29
82.0512,28.0938,2019-04-29
81.9166,28.0923,2019-04-29
81.9281,28.0904,2019-04-29
81.9605,27.9926,2019-04-29
83.0604,27.6924,2019-04-29
82.2203,27.8167,2019-04-29
82.2321,27.8147,2019-04-29
82.7169,27.711,2019-04-29
81.8761,28.1526,2019-04-29
80.5743,29.0281,2019-04-29
80.7378,28.9196,2019-04-29
81.307,28.7371,2019-04-29
81.1253,28.7097,2019-04-29
81.1357,28.708,2019-04-29
80.393,28.7883,2019-04-29
80.4033,28.7867,2019-04-29
83.1617,27.4348,2019-04-29
82.1954,27.9318,2019-04-29
82.3381,27.8114,2019-04-29
82.4227,27.9495,2019-04-29
82.1425,27.9629,2019-04-29
